task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-20-oceania-background-sync,T20,20,4,P06-S08,P03-S06,,8.68,0,2.4,16,98.43,3,background
RADAR-20-oceania-dns-control,T20,20,1,P07-S06,P02-S03,,5.21,0,0.8,3.2,32.81,1,telemetry
RADAR-21-na-east-human-web,T21,21,2,P07-S05,P02-S04,,21.5,0,3.6,12,399.51,2,mixed
RADAR-21-na-east-interactive-realtime,T21,21,1,P05-S01,P04-S05,,24.58,0,2.4,7.2,223.26,1,routing
RADAR-21-na-east-api,T21,21,2,P08-S03,P01-S01,,27.65,0,4.8,14.4,151.91,1,telemetry
RADAR-21-na-east-dns-control,T21,21,1,P04-S03,P05-S03,,9.22,0,1.2,4.8,59.44,1,telemetry
RADAR-21-na-west-human-web,T21,21,2,P02-S03,P08-S02,,18.82,0,3.15,10.5,349.57,2,mixed
RADAR-21-na-west-video-streaming,T21,21,3,P05-S05,P05-S07,,12.1,0,2.63,18.9,740.28,3,background
RADAR-21-na-west-background-sync,T21,21,4,P06-S03,P04-S04,,13.44,0,3.15,21,156.04,3,background
RADAR-21-europe-human-web,T21,21,2,P06-S08,P01-S02,,21.15,0,3.54,11.8,392.86,2,mixed
RADAR-21-europe-interactive-realtime,T21,21,1,P04-S04,P03-S03,,24.17,0,2.36,7.08,219.54,1,routing
RADAR-21-europe-api,T21,21,2,P07-S06,P08-S07,,27.19,0,4.72,14.16,149.38,1,telemetry
RADAR-21-east-asia-human-web,T21,21,2,P03-S06,P05-S08,,20.43,0,3.42,11.4,379.54,2,mixed
RADAR-21-east-asia-video-streaming,T21,21,3,P06-S08,P02-S05,,13.13,0,2.85,20.52,803.73,3,background
RADAR-21-east-asia-automated,T21,21,2,P05-S02,P03-S03,,11.67,0,2.28,9.12,292.13,4,routing
RADAR-COMPUTE-21-east-asia,T21,21,3,,,P02-S08,35.02,1,9.12,36.48,0,2,compute
RADAR-21-south-america-human-web,T21,21,2,P07-S03,P01-S07,,13.62,0,2.4,8,253.03,2,mixed
RADAR-21-south-america-interactive-realtime,T21,21,1,P05-S07,P03-S08,,15.56,0,1.6,4.8,141.4,1,routing
RADAR-21-south-america-api,T21,21,2,P08-S01,P08-S04,,17.51,0,3.2,9.6,96.21,1,telemetry
RADAR-21-south-america-background-sync,T21,21,4,P03-S03,P05-S01,,9.73,0,2.4,16,112.94,3,background
RADAR-21-south-america-dns-control,T21,21,1,P04-S01,P04-S06,,5.84,0,0.8,3.2,37.65,1,telemetry
RADAR-21-oceania-human-web,T21,21,2,P03-S08,P08-S04,,11.11,0,2.4,8,206.42,2,mixed
RADAR-21-oceania-video-streaming,T21,21,3,P06-S02,P05-S01,,7.14,0,2,14.4,437.11,3,background
RADAR-21-oceania-software-update,T21,21,5,P02-S02,P01-S03,,5.56,0,1.6,28.8,291.41,4,background
RADAR-22-na-east-human-web,T22,22,2,P08-S06,P03-S04,,18.48,0,3.6,12,336.6,2,mixed
RADAR-22-na-east-video-streaming,T22,22,3,P03-S08,P08-S01,,11.88,0,3,21.6,712.8,3,background
RADAR-22-na-east-background-sync,T22,22,4,P04-S06,P07-S06,,13.2,0,3.6,24,156.82,3,background
RADAR-22-na-west-human-web,T22,22,2,P03-S04,P01-S03,,16.17,0,3.15,10.5,294.53,2,mixed
RADAR-22-na-west-interactive-realtime,T22,22,1,P01-S08,P03-S04,,18.48,0,2.1,6.3,164.59,1,routing
RADAR-22-na-west-api,T22,22,2,P04-S02,P08-S08,,20.79,0,4.2,12.6,116.89,1,telemetry
RADAR-22-europe-human-web,T22,22,2,P07-S01,P02-S02,,18.17,0,3.54,11.8,330.99,2,mixed
RADAR-22-europe-video-streaming,T22,22,3,P02-S03,P07-S07,,11.68,0,2.95,21.24,700.92,3,background
RADAR-22-europe-automated,T22,22,2,P01-S05,P08-S05,,10.38,0,2.36,9.44,263.23,4,routing
RADAR-COMPUTE-22-europe,T22,22,3,,,P06-S03,31.15,1,9.44,37.76,0,2,compute
RADAR-22-east-asia-human-web,T22,22,2,P04-S07,P06-S01,,17.56,0,3.42,11.4,319.77,2,mixed
RADAR-22-east-asia-interactive-realtime,T22,22,1,P02-S03,P08-S02,,20.06,0,2.28,6.84,178.7,1,routing
RADAR-22-east-asia-api,T22,22,2,P05-S05,P05-S06,,22.57,0,4.56,13.68,126.9,1,telemetry
RADAR-22-east-asia-background-sync,T22,22,4,P08-S07,P02-S03,,12.54,0,3.42,22.8,148.98,3,background
RADAR-22-east-asia-dns-control,T22,22,1,P01-S05,P01-S08,,7.52,0,1.14,4.56,49.66,1,telemetry
RADAR-22-south-america-human-web,T22,22,2,P08-S04,P02-S07,,11.7,0,2.4,8,213.18,2,mixed
RADAR-22-south-america-video-streaming,T22,22,3,P03-S06,P07-S04,,7.52,0,2,14.4,451.44,3,background
RADAR-22-south-america-software-update,T22,22,5,P07-S06,P03-S06,,5.85,0,1.6,28.8,300.96,4,background
RADAR-22-oceania-human-web,T22,22,2,P04-S01,P01-S05,,9.55,0,2.4,8,173.91,2,mixed
RADAR-22-oceania-interactive-realtime,T22,22,1,P02-S05,P03-S06,,10.91,0,1.6,4.8,97.19,1,routing
RADAR-22-oceania-api,T22,22,2,P05-S07,P08-S02,,12.28,0,3.2,9.6,69.02,1,telemetry
RADAR-23-na-east-human-web,T23,23,2,P01-S06,P04-S05,,15.12,0,3.6,12,269.89,2,mixed
RADAR-23-na-east-interactive-realtime,T23,23,1,P07-S02,P06-S06,,17.28,0,2.4,7.2,150.82,1,routing
RADAR-23-na-east-api,T23,23,2,P02-S04,P03-S02,,19.44,0,4.8,14.4,111.78,1,telemetry
RADAR-23-na-west-human-web,T23,23,2,P04-S04,P02-S03,,13.23,0,3.15,10.5,236.16,2,mixed
RADAR-23-na-west-video-streaming,T23,23,3,P07-S06,P07-S08,,8.51,0,2.63,18.9,500.09,3,background
RADAR-23-na-west-automated,T23,23,2,P06-S08,P08-S06,,7.56,0,2.1,8.4,194.1,4,routing
RADAR-COMPUTE-23-na-west,T23,23,3,,,P03-S06,22.68,1,8.4,33.6,0,2,compute
RADAR-23-europe-human-web,T23,23,2,P08-S01,P03-S03,,14.87,0,3.54,11.8,265.39,2,mixed
RADAR-23-europe-interactive-realtime,T23,23,1,P06-S05,P05-S04,,16.99,0,2.36,7.08,148.31,1,routing
RADAR-23-europe-api,T23,23,2,P01-S07,P02-S08,,19.12,0,4.72,14.16,109.92,1,telemetry
RADAR-23-europe-background-sync,T23,23,4,P04-S01,P07-S05,,10.62,0,3.54,23.6,129.03,3,background
RADAR-23-europe-dns-control,T23,23,1,P05-S07,P06-S02,,6.37,0,1.18,4.72,43.01,1,telemetry
RADAR-23-east-asia-human-web,T23,23,2,P05-S07,P07-S01,,14.36,0,3.42,11.4,256.4,2,mixed
RADAR-23-east-asia-video-streaming,T23,23,3,P08-S01,P04-S06,,9.23,0,2.85,20.52,542.96,3,background
RADAR-23-east-asia-software-update,T23,23,5,P04-S01,P08-S08,,7.18,0,2.28,41.04,361.97,4,background
RADAR-23-south-america-human-web,T23,23,2,P01-S04,P03-S08,,9.58,0,2.4,8,170.93,2,mixed
RADAR-23-south-america-interactive-realtime,T23,23,1,P07-S08,P05-S01,,10.94,0,1.6,4.8,95.52,1,routing
RADAR-23-south-america-api,T23,23,2,P02-S02,P02-S05,,12.31,0,3.2,9.6,70.79,1,telemetry
RADAR-23-oceania-human-web,T23,23,2,P05-S01,P02-S05,,7.81,0,2.4,8,139.44,2,mixed
RADAR-23-oceania-video-streaming,T23,23,3,P08-S03,P07-S02,,5.02,0,2,14.4,295.29,3,background
RADAR-23-oceania-background-sync,T23,23,4,P01-S01,P06-S07,,5.58,0,2.4,16,67.8,3,background
RADAR-23-oceania-automated,T23,23,2,P07-S05,P08-S08,,4.46,0,1.6,6.4,114.61,4,routing
RADAR-COMPUTE-23-oceania,T23,23,3,,,P04-S03,13.39,0,6.4,25.6,0,2,compute
RADAR-24-na-east-human-web,T24,24,2,P02-S07,P05-S05,,11.42,0,3.6,12,202.53,2,mixed
RADAR-24-na-east-video-streaming,T24,24,3,P05-S01,P02-S02,,7.34,0,3,21.6,428.89,3,background
RADAR-24-na-east-automated,T24,24,2,P04-S03,P03-S08,,6.53,0,2.4,9.6,169.73,4,routing
RADAR-COMPUTE-24-na-east,T24,24,3,,,P01-S01,19.58,1,9.6,38.4,0,2,compute
RADAR-24-na-west-human-web,T24,24,2,P05-S05,P03-S04,,10,0,3.15,10.5,177.21,2,mixed
RADAR-24-na-west-interactive-realtime,T24,24,1,P03-S01,P05-S05,,11.42,0,2.1,6.3,99.03,1,routing
RADAR-24-na-west-api,T24,24,2,P06-S03,P02-S01,,12.85,0,4.2,12.6,73.9,1,telemetry
RADAR-24-na-west-background-sync,T24,24,4,P01-S05,P07-S06,,7.14,0,3.15,21,86.75,3,background
RADAR-24-na-west-dns-control,T24,24,1,P02-S03,P06-S03,,4.28,0,1.05,4.2,28.92,1,telemetry
RADAR-24-europe-human-web,T24,24,2,P01-S02,P04-S03,,11.23,0,3.54,11.8,199.16,2,mixed
RADAR-24-europe-video-streaming,T24,24,3,P04-S04,P01-S08,,7.22,0,2.95,21.24,421.74,3,background
RADAR-24-europe-software-update,T24,24,5,P08-S04,P05-S02,,5.62,0,2.36,42.48,281.16,4,background
RADAR-24-east-asia-human-web,T24,24,2,P06-S08,P08-S02,,10.85,0,3.42,11.4,192.4,2,mixed
RADAR-24-east-asia-interactive-realtime,T24,24,1,P04-S04,P02-S03,,12.4,0,2.28,6.84,107.52,1,routing
RADAR-24-east-asia-api,T24,24,2,P07-S06,P07-S07,,13.95,0,4.56,13.68,80.23,1,telemetry
RADAR-24-south-america-human-web,T24,24,2,P02-S05,P04-S08,,7.24,0,2.4,8,128.27,2,mixed
RADAR-24-south-america-video-streaming,T24,24,3,P05-S07,P01-S05,,4.65,0,2,14.4,271.63,3,background
RADAR-24-south-america-background-sync,T24,24,4,P06-S05,P08-S02,,5.17,0,2.4,16,62.79,3,background
RADAR-24-south-america-automated,T24,24,2,P04-S01,P02-S03,,4.13,0,1.6,6.4,107.49,4,routing
RADAR-COMPUTE-24-south-america,T24,24,3,,,P01-S07,12.4,0,6.4,25.6,0,2,compute
RADAR-24-oceania-human-web,T24,24,2,P06-S02,P03-S06,,5.9,0,2.4,8,104.64,2,mixed
RADAR-24-oceania-interactive-realtime,T24,24,1,P04-S06,P05-S07,,6.75,0,1.6,4.8,58.48,1,routing
RADAR-24-oceania-api,T24,24,2,P07-S08,P02-S03,,7.59,0,3.2,9.6,43.64,1,telemetry
RADAR-24-oceania-dns-control,T24,24,1,P03-S08,P06-S05,,2.53,0,0.8,3.2,17.07,1,telemetry
RADAR-25-na-east-human-web,T25,25,2,P03-S07,P06-S06,,10.08,0,3.6,12,177.48,2,mixed
RADAR-25-na-east-interactive-realtime,T25,25,1,P01-S03,P08-S07,,11.52,0,2.4,7.2,99.18,1,routing
RADAR-25-na-east-api,T25,25,2,P04-S05,P05-S03,,12.96,0,4.8,14.4,74.52,1,telemetry
RADAR-25-na-east-background-sync,T25,25,4,P07-S07,P02-S08,,7.2,0,3.6,24,87.48,3,background
RADAR-25-na-east-dns-control,T25,25,1,P08-S05,P01-S05,,4.32,0,1.2,4.8,29.16,1,telemetry
RADAR-25-na-west-human-web,T25,25,2,P06-S05,P04-S04,,8.82,0,3.15,10.5,155.3,2,mixed
RADAR-25-na-west-video-streaming,T25,25,3,P01-S07,P01-S01,,5.67,0,2.63,18.9,328.86,3,background
RADAR-25-na-west-software-update,T25,25,5,P05-S07,P05-S03,,4.41,0,2.1,37.8,219.24,4,background
RADAR-25-europe-human-web,T25,25,2,P02-S02,P05-S04,,9.91,0,3.54,11.8,174.52,2,mixed
RADAR-25-europe-interactive-realtime,T25,25,1,P08-S06,P07-S05,,11.33,0,2.36,7.08,97.53,1,routing
RADAR-25-europe-api,T25,25,2,P03-S08,P04-S01,,12.74,0,4.72,14.16,73.28,1,telemetry
RADAR-25-east-asia-human-web,T25,25,2,P07-S08,P01-S02,,9.58,0,3.42,11.4,168.61,2,mixed
RADAR-25-east-asia-video-streaming,T25,25,3,P02-S02,P06-S07,,6.16,0,2.85,20.52,357.05,3,background
RADAR-25-east-asia-background-sync,T25,25,4,P03-S08,P05-S04,,6.84,0,3.42,22.8,83.11,3,background
RADAR-25-east-asia-automated,T25,25,2,P01-S04,P07-S05,,5.47,0,2.28,9.12,144.05,4,routing
RADAR-COMPUTE-25-east-asia,T25,25,3,,,P06-S02,16.42,1,9.12,36.48,0,2,compute
RADAR-25-south-america-human-web,T25,25,2,P03-S05,P05-S01,,6.38,0,2.4,8,112.4,2,mixed
RADAR-25-south-america-interactive-realtime,T25,25,1,P01-S01,P07-S02,,7.3,0,1.6,4.8,62.81,1,routing
RADAR-25-south-america-api,T25,25,2,P04-S03,P04-S06,,8.21,0,3.2,9.6,47.2,1,telemetry
RADAR-25-south-america-dns-control,T25,25,1,P08-S03,P08-S08,,2.74,0,0.8,3.2,18.47,1,telemetry
RADAR-25-oceania-human-web,T25,25,2,P07-S02,P04-S06,,5.21,0,2.4,8,91.7,2,mixed
RADAR-25-oceania-video-streaming,T25,25,3,P02-S04,P01-S03,,3.35,0,2,14.4,194.18,3,background
RADAR-26-na-east-human-web,T26,26,2,P04-S08,P07-S06,,9.41,0,3.6,12,164.51,2,mixed
RADAR-26-na-east-video-streaming,T26,26,3,P07-S02,P04-S03,,6.05,0,3,21.6,348.36,3,background
RADAR-26-na-east-software-update,T26,26,5,P03-S02,P08-S05,,4.7,0,2.4,43.2,232.24,4,background
RADAR-26-na-west-human-web,T26,26,2,P07-S06,P05-S05,,8.23,0,3.15,10.5,143.94,2,mixed
RADAR-26-na-west-interactive-realtime,T26,26,1,P05-S02,P07-S06,,9.41,0,2.1,6.3,80.44,1,routing
RADAR-26-na-west-api,T26,26,2,P08-S04,P04-S02,,10.58,0,4.2,12.6,61.53,1,telemetry
RADAR-26-europe-human-web,T26,26,2,P03-S03,P06-S04,,9.25,0,3.54,11.8,161.76,2,mixed
RADAR-26-europe-video-streaming,T26,26,3,P06-S05,P03-S01,,5.95,0,2.95,21.24,342.56,3,background
RADAR-26-europe-background-sync,T26,26,4,P07-S03,P02-S06,,6.61,0,3.54,23.6,81.18,3,background
RADAR-26-europe-automated,T26,26,2,P05-S07,P04-S07,,5.29,0,2.36,9.44,139.16,4,routing
RADAR-COMPUTE-26-europe,T26,26,3,,,P02-S05,15.86,1,9.44,37.76,0,2,compute
RADAR-26-east-asia-human-web,T26,26,2,P08-S01,P02-S03,,8.94,0,3.42,11.4,156.28,2,mixed
RADAR-26-east-asia-interactive-realtime,T26,26,1,P06-S05,P04-S04,,10.21,0,2.28,6.84,87.33,1,routing
RADAR-26-east-asia-api,T26,26,2,P01-S07,P01-S08,,11.49,0,4.56,13.68,66.81,1,telemetry
RADAR-26-east-asia-dns-control,T26,26,1,P05-S07,P05-S02,,3.83,0,1.14,4.56,26.14,1,telemetry
RADAR-26-south-america-human-web,T26,26,2,P04-S06,P06-S01,,5.96,0,2.4,8,104.19,2,mixed
RADAR-26-south-america-video-streaming,T26,26,3,P07-S08,P03-S06,,3.83,0,2,14.4,220.63,3,background
RADAR-26-oceania-human-web,T26,26,2,P08-S03,P05-S07,,4.86,0,2.4,8,84.99,2,mixed
RADAR-26-oceania-interactive-realtime,T26,26,1,P06-S07,P07-S08,,5.56,0,1.6,4.8,47.5,1,routing
RADAR-26-oceania-api,T26,26,2,P01-S01,P04-S04,,6.25,0,3.2,9.6,36.33,1,telemetry
RADAR-26-oceania-background-sync,T26,26,4,P04-S03,P01-S01,,3.47,0,2.4,16,42.65,3,background
RADAR-27-na-east-human-web,T27,27,2,P05-S08,P08-S07,,9.24,0,3.6,12,160.45,2,mixed
RADAR-27-na-east-interactive-realtime,T27,27,1,P03-S04,P02-S08,,10.56,0,2.4,7.2,89.66,1,routing
RADAR-27-na-east-api,T27,27,2,P06-S06,P07-S04,,11.88,0,4.8,14.4,69.07,1,telemetry
RADAR-27-na-west-human-web,T27,27,2,P08-S06,P06-S05,,8.09,0,3.15,10.5,140.39,2,mixed
RADAR-27-na-west-video-streaming,T27,27,3,P03-S08,P03-S02,,5.2,0,2.63,18.9,297.3,3,background
RADAR-27-na-west-background-sync,T27,27,4,P04-S06,P02-S07,,5.78,0,3.15,21,70.95,3,background
RADAR-27-na-west-automated,T27,27,2,P02-S02,P04-S08,,4.62,0,2.1,8.4,123.12,4,routing
RADAR-COMPUTE-27-na-west,T27,27,3,,,P07-S08,13.86,1,8.4,33.6,0,2,compute
RADAR-27-europe-human-web,T27,27,2,P04-S03,P07-S05,,9.09,0,3.54,11.8,157.77,2,mixed
RADAR-27-europe-interactive-realtime,T27,27,1,P02-S07,P01-S06,,10.38,0,2.36,7.08,88.17,1,routing
RADAR-27-europe-api,T27,27,2,P05-S01,P06-S02,,11.68,0,4.72,14.16,67.92,1,telemetry
RADAR-27-europe-dns-control,T27,27,1,P01-S01,P02-S04,,3.89,0,1.18,4.72,26.58,1,telemetry
RADAR-27-east-asia-human-web,T27,27,2,P01-S01,P03-S03,,8.78,0,3.42,11.4,152.42,2,mixed
RADAR-27-east-asia-video-streaming,T27,27,3,P04-S03,P08-S08,,5.64,0,2.85,20.52,322.78,3,background
RADAR-27-south-america-human-web,T27,27,2,P05-S06,P07-S02,,5.85,0,2.4,8,101.62,2,mixed
RADAR-27-south-america-interactive-realtime,T27,27,1,P03-S02,P01-S03,,6.69,0,1.6,4.8,56.79,1,routing
RADAR-27-south-america-api,T27,27,2,P06-S04,P06-S07,,7.52,0,3.2,9.6,43.74,1,telemetry
RADAR-27-south-america-background-sync,T27,27,4,P01-S06,P03-S04,,4.18,0,2.4,16,51.35,3,background
RADAR-27-oceania-human-web,T27,27,2,P01-S03,P06-S07,,4.77,0,2.4,8,82.9,2,mixed
RADAR-27-oceania-video-streaming,T27,27,3,P04-S05,P03-S04,,3.07,0,2,14.4,175.55,3,background
RADAR-27-oceania-software-update,T27,27,5,P08-S05,P07-S06,,2.39,0,1.6,28.8,117.03,4,background
RADAR-27-oceania-automated,T27,27,2,P03-S07,P04-S02,,2.73,0,1.6,6.4,72.7,4,routing
RADAR-COMPUTE-27-oceania,T27,27,3,,,P08-S05,8.18,0,6.4,25.6,0,2,compute
RADAR-28-na-east-human-web,T28,28,2,P06-S01,P01-S07,,9.91,0,3.6,12,173.32,2,mixed
RADAR-28-na-east-video-streaming,T28,28,3,P01-S03,P06-S04,,6.37,0,3,21.6,367.03,3,background
RADAR-28-na-east-background-sync,T28,28,4,P02-S01,P05-S01,,7.08,0,3.6,24,86.98,3,background
RADAR-28-na-east-automated,T28,28,2,P08-S05,P07-S02,,5.66,0,2.4,9.6,149.1,4,routing
RADAR-COMPUTE-28-na-east,T28,28,3,,,P05-S03,16.99,1,9.6,38.4,0,2,compute
RADAR-28-na-west-human-web,T28,28,2,P01-S07,P07-S06,,8.67,0,3.15,10.5,151.65,2,mixed
RADAR-28-na-west-interactive-realtime,T28,28,1,P07-S03,P01-S07,,9.91,0,2.1,6.3,84.75,1,routing
RADAR-28-na-west-api,T28,28,2,P02-S05,P06-S03,,11.15,0,4.2,12.6,64.83,1,telemetry
RADAR-28-na-west-dns-control,T28,28,1,P06-S05,P02-S05,,3.72,0,1.05,4.2,25.37,1,telemetry
RADAR-28-europe-human-web,T28,28,2,P05-S04,P08-S05,,9.75,0,3.54,11.8,170.43,2,mixed
RADAR-28-europe-video-streaming,T28,28,3,P08-S06,P05-S02,,6.27,0,2.95,21.24,360.91,3,background
RADAR-28-east-asia-human-web,T28,28,2,P02-S02,P04-S04,,9.42,0,3.42,11.4,164.65,2,mixed
RADAR-28-east-asia-interactive-realtime,T28,28,1,P08-S06,P06-S05,,10.76,0,2.28,6.84,92.01,1,routing
RADAR-28-east-asia-api,T28,28,2,P03-S08,P03-S01,,12.11,0,4.56,13.68,70.39,1,telemetry
RADAR-28-east-asia-background-sync,T28,28,4,P06-S02,P08-S06,,6.73,0,3.42,22.8,82.63,3,background
RADAR-28-south-america-human-web,T28,28,2,P06-S07,P08-S02,,6.28,0,2.4,8,109.77,2,mixed
RADAR-28-south-america-video-streaming,T28,28,3,P01-S01,P05-S07,,4.04,0,2,14.4,232.45,3,background
RADAR-28-south-america-software-update,T28,28,5,P05-S01,P01-S01,,3.14,0,1.6,28.8,154.97,4,background
RADAR-28-south-america-automated,T28,28,2,P08-S03,P06-S05,,3.59,0,1.6,6.4,94.43,4,routing
RADAR-COMPUTE-28-south-america,T28,28,3,,,P05-S01,10.76,0,6.4,25.6,0,2,compute
RADAR-28-oceania-human-web,T28,28,2,P02-S04,P07-S08,,5.12,0,2.4,8,89.55,2,mixed
RADAR-28-oceania-interactive-realtime,T28,28,1,P08-S08,P01-S01,,5.85,0,1.6,4.8,50.04,1,routing
RADAR-28-oceania-api,T28,28,2,P03-S02,P06-S05,,6.58,0,3.2,9.6,38.28,1,telemetry
RADAR-28-oceania-dns-control,T28,28,1,P07-S02,P02-S07,,2.19,0,0.8,3.2,14.98,1,telemetry
RADAR-29-na-east-human-web,T29,29,2,P07-S01,P02-S08,,11.26,0,3.6,12,199.55,2,mixed
RADAR-29-na-east-interactive-realtime,T29,29,1,P05-S05,P04-S01,,12.86,0,2.4,7.2,111.51,1,routing
RADAR-29-na-east-api,T29,29,2,P08-S07,P01-S05,,14.47,0,4.8,14.4,83.21,1,telemetry
RADAR-29-na-east-dns-control,T29,29,1,P04-S07,P05-S07,,4.82,0,1.2,4.8,32.56,1,telemetry
RADAR-29-na-west-human-web,T29,29,2,P02-S07,P08-S06,,9.85,0,3.15,10.5,174.61,2,mixed
RADAR-29-na-west-video-streaming,T29,29,3,P05-S01,P05-S03,,6.33,0,2.63,18.9,369.76,3,background
RADAR-29-europe-human-web,T29,29,2,P06-S04,P01-S06,,11.07,0,3.54,11.8,196.23,2,mixed
RADAR-29-europe-interactive-realtime,T29,29,1,P04-S08,P03-S07,,12.65,0,2.36,7.08,109.66,1,routing
RADAR-29-europe-api,T29,29,2,P07-S02,P08-S03,,14.23,0,4.72,14.16,81.83,1,telemetry
RADAR-29-europe-background-sync,T29,29,4,P02-S04,P05-S08,,7.91,0,3.54,23.6,96.06,3,background
RADAR-29-east-asia-human-web,T29,29,2,P03-S02,P05-S04,,10.69,0,3.42,11.4,189.58,2,mixed
RADAR-29-east-asia-video-streaming,T29,29,3,P06-S04,P02-S01,,6.87,0,2.85,20.52,401.45,3,background
RADAR-29-east-asia-software-update,T29,29,5,P02-S04,P06-S03,,5.35,0,2.28,41.04,267.64,4,background
RADAR-29-east-asia-automated,T29,29,2,P05-S06,P03-S07,,6.11,0,2.28,9.12,158.87,4,routing
RADAR-COMPUTE-29-east-asia,T29,29,3,,,P02-S04,18.33,1,9.12,36.48,0,2,compute
RADAR-29-south-america-human-web,T29,29,2,P07-S07,P01-S03,,7.13,0,2.4,8,126.38,2,mixed
RADAR-29-south-america-interactive-realtime,T29,29,1,P05-S03,P03-S04,,8.15,0,1.6,4.8,70.63,1,routing
RADAR-29-south-america-api,T29,29,2,P08-S05,P08-S08,,9.17,0,3.2,9.6,52.7,1,telemetry
RADAR-29-south-america-dns-control,T29,29,1,P04-S05,P04-S02,,3.06,0,0.8,3.2,20.62,1,telemetry
RADAR-29-oceania-human-web,T29,29,2,P03-S04,P08-S08,,5.82,0,2.4,8,103.1,2,mixed
RADAR-29-oceania-video-streaming,T29,29,3,P06-S06,P05-S05,,3.74,0,2,14.4,218.33,3,background
RADAR-29-oceania-background-sync,T29,29,4,P07-S04,P04-S02,,4.15,0,2.4,16,50.47,3,background
RADAR-30-na-east-human-web,T30,30,2,P08-S02,P03-S08,,13.27,0,3.6,12,240.13,2,mixed
RADAR-30-na-east-video-streaming,T30,30,3,P03-S04,P08-S05,,8.53,0,3,21.6,508.51,3,background
RADAR-30-na-west-human-web,T30,30,2,P03-S08,P01-S07,,11.61,0,3.15,10.5,210.11,2,mixed
RADAR-30-na-west-interactive-realtime,T30,30,1,P01-S04,P03-S08,,13.27,0,2.1,6.3,117.42,1,routing
RADAR-30-na-west-api,T30,30,2,P04-S06,P08-S04,,14.93,0,4.2,12.6,83.95,1,telemetry
RADAR-30-na-west-background-sync,T30,30,4,P07-S08,P05-S01,,8.3,0,3.15,21,98.54,3,background
RADAR-30-europe-human-web,T30,30,2,P07-S05,P02-S06,,13.05,0,3.54,11.8,236.13,2,mixed
RADAR-30-europe-video-streaming,T30,30,3,P02-S07,P07-S03,,8.39,0,2.95,21.24,500.03,3,background
RADAR-30-europe-software-update,T30,30,5,P06-S07,P03-S05,,6.53,0,2.36,42.48,333.35,4,background
RADAR-30-europe-automated,T30,30,2,P01-S01,P08-S01,,7.46,0,2.36,9.44,191.47,4,routing
RADAR-COMPUTE-30-europe,T30,30,3,,,P06-S07,22.37,1,9.44,37.76,0,2,compute
RADAR-30-east-asia-human-web,T30,30,2,P04-S03,P06-S05,,12.61,0,3.42,11.4,228.12,2,mixed
RADAR-30-east-asia-interactive-realtime,T30,30,1,P02-S07,P08-S06,,14.41,0,2.28,6.84,127.48,1,routing
RADAR-30-east-asia-api,T30,30,2,P05-S01,P05-S02,,16.21,0,4.56,13.68,91.14,1,telemetry
RADAR-30-east-asia-dns-control,T30,30,1,P01-S01,P01-S04,,5.4,0,1.14,4.56,35.66,1,telemetry
RADAR-30-south-america-human-web,T30,30,2,P08-S08,P02-S03,,8.41,0,2.4,8,152.08,2,mixed
RADAR-30-south-america-video-streaming,T30,30,3,P03-S02,P07-S08,,5.4,0,2,14.4,322.05,3,background
RADAR-30-south-america-background-sync,T30,30,4,P04-S08,P06-S05,,6,0,2.4,16,71.33,3,background
RADAR-30-oceania-human-web,T30,30,2,P04-S05,P01-S01,,6.86,0,2.4,8,124.07,2,mixed
RADAR-30-oceania-interactive-realtime,T30,30,1,P02-S01,P03-S02,,7.84,0,1.6,4.8,69.33,1,routing
RADAR-30-oceania-api,T30,30,2,P05-S03,P08-S06,,8.82,0,3.2,9.6,49.57,1,telemetry
RADAR-31-na-east-human-web,T31,31,2,P01-S02,P04-S01,,15.46,0,3.6,12,283.4,2,mixed
RADAR-31-na-east-interactive-realtime,T31,31,1,P07-S06,P06-S02,,17.66,0,2.4,7.2,158.37,1,routing
RADAR-31-na-east-api,T31,31,2,P02-S08,P03-S06,,19.87,0,4.8,14.4,110.46,1,telemetry
RADAR-31-na-east-background-sync,T31,31,4,P05-S02,P08-S03,,11.04,0,3.6,24,129.66,3,background
RADAR-31-na-west-human-web,T31,31,2,P04-S08,P02-S07,,13.52,0,3.15,10.5,247.97,2,mixed
RADAR-31-na-west-video-streaming,T31,31,3,P07-S02,P07-S04,,8.69,0,2.63,18.9,525.12,3,background
RADAR-31-na-west-software-update,T31,31,5,P03-S02,P03-S06,,6.76,0,2.1,37.8,350.08,4,background
RADAR-31-na-west-automated,T31,31,2,P06-S04,P08-S02,,7.73,0,2.1,8.4,195.9,4,routing
RADAR-COMPUTE-31-na-west,T31,31,3,,,P03-S02,23.18,1,8.4,33.6,0,2,compute
RADAR-31-europe-human-web,T31,31,2,P08-S05,P03-S07,,15.2,0,3.54,11.8,278.67,2,mixed
RADAR-31-europe-interactive-realtime,T31,31,1,P06-S01,P05-S08,,17.37,0,2.36,7.08,155.73,1,routing
RADAR-31-europe-api,T31,31,2,P01-S03,P02-S04,,19.54,0,4.72,14.16,108.61,1,telemetry
RADAR-31-europe-dns-control,T31,31,1,P05-S03,P06-S06,,6.51,0,1.18,4.72,42.5,1,telemetry
RADAR-31-east-asia-human-web,T31,31,2,P05-S03,P07-S05,,14.68,0,3.42,11.4,269.23,2,mixed
