task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-30-south-america-background-sync,T30,30,4,P06-S04,P04-S04,,6,0,2.4,16,71.33,3,background
RADAR-30-oceania-human-web,T30,30,2,P04-S05,P01-S01,,6.86,0,2.4,8,124.07,2,mixed
RADAR-30-oceania-api,T30,30,2,P07-S07,P06-S05,,8.82,0,3.2,9.6,49.57,1,telemetry
RADAR-31-na-east-human-web,T31,31,2,P01-S02,P04-S01,,15.46,0,3.6,12,283.4,2,mixed
RADAR-31-na-east-api,T31,31,2,P04-S04,P01-S05,,19.87,0,4.8,14.4,110.46,1,telemetry
RADAR-31-na-east-background-sync,T31,31,4,P07-S06,P06-S02,,11.04,0,3.6,24,129.66,3,background
RADAR-31-na-west-human-web,T31,31,2,P04-S08,P02-S07,,13.52,0,3.15,10.5,247.97,2,mixed
RADAR-31-na-west-automated,T31,31,2,P05-S06,P01-S05,,7.73,0,2.1,8.4,195.9,4,routing
RADAR-COMPUTE-31-na-west,T31,31,3,,,P03-S02,23.18,1,8.4,33.6,0,2,compute
RADAR-31-europe-human-web,T31,31,2,P08-S05,P03-S07,,15.2,0,3.54,11.8,278.67,2,mixed
RADAR-31-europe-api,T31,31,2,P03-S07,P08-S03,,19.54,0,4.72,14.16,108.61,1,telemetry
RADAR-31-europe-dns-control,T31,31,1,P04-S05,P07-S01,,6.51,0,1.18,4.72,42.5,1,telemetry
RADAR-31-east-asia-human-web,T31,31,2,P05-S03,P07-S05,,14.68,0,3.42,11.4,269.23,2,mixed
RADAR-31-east-asia-background-sync,T31,31,4,P03-S07,P01-S06,,10.49,0,3.42,22.8,123.18,3,background
RADAR-31-south-america-human-web,T31,31,2,P01-S08,P03-S04,,9.79,0,2.4,8,179.48,2,mixed
RADAR-31-south-america-api,T31,31,2,P04-S02,P08-S08,,12.59,0,3.2,9.6,69.95,1,telemetry
RADAR-31-oceania-human-web,T31,31,2,P05-S05,P02-S01,,7.99,0,2.4,8,146.42,2,mixed
RADAR-31-oceania-automated,T31,31,2,P06-S03,P01-S07,,4.56,0,1.6,6.4,115.68,4,routing
RADAR-COMPUTE-31-oceania,T31,31,3,,,P04-S07,13.69,0,6.4,25.6,0,2,compute
RADAR-32-na-east-human-web,T32,32,2,P02-S03,P05-S01,,17.64,0,3.6,12,325.58,2,mixed
RADAR-32-na-east-automated,T32,32,2,P03-S01,P04-S07,,10.08,0,2.4,9.6,255.53,4,routing
RADAR-COMPUTE-32-na-east,T32,32,3,,,P01-S05,30.24,1,9.6,38.4,0,2,compute
RADAR-32-na-west-human-web,T32,32,2,P05-S01,P03-S08,,15.44,0,3.15,10.5,284.89,2,mixed
RADAR-32-na-west-api,T32,32,2,P08-S03,P08-S04,,19.85,0,4.2,12.6,109.04,1,telemetry
RADAR-32-na-west-dns-control,T32,32,1,P01-S01,P07-S02,,6.62,0,1.05,4.2,42.67,1,telemetry
RADAR-32-europe-human-web,T32,32,2,P01-S06,P04-S07,,17.35,0,3.54,11.8,320.16,2,mixed
RADAR-32-europe-background-sync,T32,32,4,P07-S02,P06-S08,,12.39,0,3.54,23.6,143.85,3,background
RADAR-32-east-asia-human-web,T32,32,2,P06-S04,P08-S06,,16.76,0,3.42,11.4,309.3,2,mixed
RADAR-32-east-asia-api,T32,32,2,P01-S06,P05-S02,,21.55,0,4.56,13.68,118.38,1,telemetry
RADAR-32-south-america-human-web,T32,32,2,P02-S01,P04-S04,,11.17,0,2.4,8,206.2,2,mixed
RADAR-32-south-america-automated,T32,32,2,P03-S07,P03-S02,,6.38,0,1.6,6.4,161.83,4,routing
RADAR-COMPUTE-32-south-america,T32,32,3,,,P01-S03,19.15,0,6.4,25.6,0,2,compute
RADAR-32-oceania-human-web,T32,32,2,P06-S06,P03-S02,,9.11,0,2.4,8,168.22,2,mixed
RADAR-32-oceania-api,T32,32,2,P01-S08,P08-S06,,11.72,0,3.2,9.6,64.38,1,telemetry
RADAR-32-oceania-background-sync,T32,32,4,P04-S02,P05-S03,,6.51,0,2.4,16,75.58,3,background
RADAR-32-oceania-dns-control,T32,32,1,P02-S06,P07-S04,,3.91,0,0.8,3.2,25.19,1,telemetry
RADAR-33-na-east-human-web,T33,33,2,P03-S03,P06-S02,,19.49,0,3.6,12,354.96,2,mixed
RADAR-33-na-east-api,T33,33,2,P06-S05,P03-S06,,25.06,0,4.8,14.4,139.27,1,telemetry
RADAR-33-na-east-dns-control,T33,33,1,P07-S03,P02-S04,,8.35,0,1.2,4.8,54.5,1,telemetry
RADAR-33-na-west-human-web,T33,33,2,P06-S01,P04-S08,,17.05,0,3.15,10.5,310.59,2,mixed
RADAR-33-na-west-background-sync,T33,33,4,P04-S05,P06-S01,,12.18,0,3.15,21,143.05,3,background
RADAR-33-europe-human-web,T33,33,2,P02-S06,P05-S08,,19.16,0,3.54,11.8,349.04,2,mixed
RADAR-33-europe-api,T33,33,2,P05-S08,P02-S04,,24.64,0,4.72,14.16,136.95,1,telemetry
RADAR-33-east-asia-human-web,T33,33,2,P07-S04,P01-S06,,18.51,0,3.42,11.4,337.21,2,mixed
RADAR-33-east-asia-automated,T33,33,2,P08-S02,P08-S04,,23.27,0,2.28,9.12,597.57,4,routing
RADAR-COMPUTE-33-east-asia,T33,33,3,,,P06-S06,31.74,1,9.12,36.48,0,2,compute
RADAR-33-south-america-human-web,T33,33,2,P03-S01,P05-S05,,12.34,0,2.4,8,224.81,2,mixed
RADAR-33-south-america-api,T33,33,2,P06-S03,P02-S01,,15.87,0,3.2,9.6,88.2,1,telemetry
RADAR-33-south-america-background-sync,T33,33,4,P01-S05,P07-S06,,8.82,0,2.4,16,103.54,3,background
RADAR-33-south-america-dns-control,T33,33,1,P07-S01,P01-S07,,5.29,0,0.8,3.2,34.51,1,telemetry
RADAR-33-oceania-human-web,T33,33,2,P07-S06,P04-S02,,10.07,0,2.4,8,183.4,2,mixed
RADAR-34-na-east-human-web,T34,34,2,P04-S04,P07-S02,,20.66,0,3.6,12,371.36,2,mixed
RADAR-34-na-east-background-sync,T34,34,4,P02-S08,P01-S03,,14.76,0,3.6,24,173.36,3,background
RADAR-34-na-west-human-web,T34,34,2,P07-S02,P05-S01,,18.08,0,3.15,10.5,324.94,2,mixed
RADAR-34-na-west-api,T34,34,2,P02-S04,P02-S05,,23.25,0,4.2,12.6,129.21,1,telemetry
RADAR-34-europe-human-web,T34,34,2,P03-S07,P06-S08,,20.32,0,3.54,11.8,365.17,2,mixed
RADAR-34-europe-automated,T34,34,2,P04-S05,P05-S06,,11.61,0,2.36,9.44,305.66,4,routing
RADAR-COMPUTE-34-europe,T34,34,3,,,P02-S01,34.83,1,9.44,37.76,0,2,compute
RADAR-34-east-asia-human-web,T34,34,2,P08-S05,P02-S07,,19.63,0,3.42,11.4,352.79,2,mixed
RADAR-34-east-asia-api,T34,34,2,P03-S07,P07-S03,,25.24,0,4.56,13.68,140.29,1,telemetry
RADAR-34-east-asia-background-sync,T34,34,4,P06-S01,P04-S08,,14.02,0,3.42,22.8,164.69,3,background
RADAR-34-east-asia-dns-control,T34,34,1,P04-S05,P06-S01,,8.41,0,1.14,4.56,54.9,1,telemetry
RADAR-34-south-america-human-web,T34,34,2,P04-S02,P06-S05,,13.09,0,2.4,8,235.2,2,mixed
RADAR-34-oceania-human-web,T34,34,2,P08-S07,P05-S03,,10.68,0,2.4,8,191.87,2,mixed
RADAR-34-oceania-api,T34,34,2,P03-S01,P02-S07,,13.73,0,3.2,9.6,76.3,1,telemetry
RADAR-35-na-east-human-web,T35,35,2,P05-S04,P08-S03,,21.17,0,3.6,12,380.42,2,mixed
RADAR-35-na-east-api,T35,35,2,P08-S06,P05-S07,,27.22,0,4.8,14.4,151.28,1,telemetry
RADAR-35-na-west-human-web,T35,35,2,P08-S02,P06-S01,,18.52,0,3.15,10.5,332.87,2,mixed
RADAR-35-na-west-automated,T35,35,2,P01-S08,P05-S07,,23.28,0,2.1,8.4,612.97,4,routing
RADAR-COMPUTE-35-na-west,T35,35,3,,,P07-S04,31.75,1,8.4,33.6,0,2,compute
RADAR-35-europe-human-web,T35,35,2,P04-S07,P07-S01,,20.82,0,3.54,11.8,374.08,2,mixed
RADAR-35-europe-api,T35,35,2,P07-S01,P04-S05,,26.76,0,4.72,14.16,148.75,1,telemetry
RADAR-35-europe-background-sync,T35,35,4,P02-S03,P01-S02,,14.87,0,3.54,23.6,174.62,3,background
RADAR-35-europe-dns-control,T35,35,1,P08-S07,P03-S03,,8.92,0,1.18,4.72,58.21,1,telemetry
RADAR-35-east-asia-human-web,T35,35,2,P01-S05,P03-S07,,20.11,0,3.42,11.4,361.4,2,mixed
RADAR-35-south-america-human-web,T35,35,2,P05-S02,P07-S06,,13.41,0,2.4,8,240.93,2,mixed
RADAR-35-south-america-api,T35,35,2,P08-S04,P04-S02,,17.24,0,3.2,9.6,95.81,1,telemetry
RADAR-35-oceania-human-web,T35,35,2,P01-S07,P06-S03,,10.94,0,2.4,8,196.55,2,mixed
RADAR-35-oceania-background-sync,T35,35,4,P07-S03,P08-S04,,7.81,0,2.4,16,91.75,3,background
RADAR-35-oceania-automated,T35,35,2,P02-S05,P05-S01,,6.25,0,1.6,6.4,164.52,4,routing
RADAR-COMPUTE-35-oceania,T35,35,3,,,P08-S01,18.75,0,6.4,25.6,0,2,compute
RADAR-36-na-east-human-web,T36,36,2,P06-S05,P01-S03,,20.33,0,3.6,12,367.79,2,mixed
RADAR-36-na-east-automated,T36,36,2,P07-S03,P08-S01,,11.62,0,2.4,9.6,298.24,4,routing
RADAR-COMPUTE-36-na-east,T36,36,3,,,P05-S07,34.85,1,9.6,38.4,0,2,compute
RADAR-36-na-west-human-web,T36,36,2,P01-S03,P07-S02,,17.79,0,3.15,10.5,321.82,2,mixed
RADAR-36-na-west-api,T36,36,2,P04-S05,P04-S06,,22.87,0,4.2,12.6,128.57,1,telemetry
RADAR-36-na-west-background-sync,T36,36,4,P07-S07,P01-S03,,12.71,0,3.15,21,150.94,3,background
RADAR-36-na-west-dns-control,T36,36,1,P05-S03,P03-S04,,7.62,0,1.05,4.2,50.31,1,telemetry
RADAR-36-europe-human-web,T36,36,2,P05-S08,P08-S01,,19.99,0,3.54,11.8,361.66,2,mixed
RADAR-36-east-asia-human-web,T36,36,2,P02-S06,P04-S08,,19.31,0,3.42,11.4,349.4,2,mixed
RADAR-36-east-asia-api,T36,36,2,P05-S08,P01-S04,,24.83,0,4.56,13.68,139.6,1,telemetry
RADAR-36-south-america-human-web,T36,36,2,P06-S03,P08-S06,,12.87,0,2.4,8,232.93,2,mixed
RADAR-36-south-america-background-sync,T36,36,4,P04-S07,P02-S07,,9.2,0,2.4,16,109.25,3,background
RADAR-36-south-america-automated,T36,36,2,P07-S01,P07-S04,,7.36,0,1.6,6.4,188.89,4,routing
RADAR-COMPUTE-36-south-america,T36,36,3,,,P05-S05,22.07,0,6.4,25.6,0,2,compute
RADAR-36-oceania-human-web,T36,36,2,P02-S08,P07-S04,,10.5,0,2.4,8,190.03,2,mixed
RADAR-36-oceania-api,T36,36,2,P05-S02,P04-S08,,13.5,0,3.2,9.6,75.92,1,telemetry
RADAR-36-oceania-dns-control,T36,36,1,P06-S08,P03-S06,,4.5,0,0.8,3.2,29.71,1,telemetry
RADAR-37-na-east-human-web,T37,37,2,P07-S05,P02-S04,,19.49,0,3.6,12,354.96,2,mixed
RADAR-37-na-east-api,T37,37,2,P02-S07,P07-S08,,25.06,0,4.8,14.4,140.87,1,telemetry
RADAR-37-na-east-background-sync,T37,37,4,P05-S01,P04-S05,,13.92,0,3.6,24,165.37,3,background
RADAR-37-na-east-dns-control,T37,37,1,P03-S05,P06-S06,,8.35,0,1.2,4.8,55.12,1,telemetry
RADAR-37-na-west-human-web,T37,37,2,P02-S03,P08-S02,,17.05,0,3.15,10.5,310.59,2,mixed
RADAR-37-europe-human-web,T37,37,2,P06-S08,P01-S02,,19.16,0,3.54,11.8,349.04,2,mixed
RADAR-37-europe-api,T37,37,2,P01-S02,P06-S06,,24.64,0,4.72,14.16,138.52,1,telemetry
RADAR-37-east-asia-human-web,T37,37,2,P03-S06,P05-S08,,18.51,0,3.42,11.4,337.21,2,mixed
RADAR-37-east-asia-background-sync,T37,37,4,P01-S02,P07-S01,,13.22,0,3.42,22.8,157.1,3,background
RADAR-37-east-asia-automated,T37,37,2,P04-S04,P04-S06,,10.58,0,2.28,9.12,268.18,4,routing
RADAR-COMPUTE-37-east-asia,T37,37,3,,,P02-S08,31.74,1,9.12,36.48,0,2,compute
RADAR-37-south-america-human-web,T37,37,2,P07-S03,P01-S07,,12.34,0,2.4,8,224.81,2,mixed
RADAR-37-south-america-api,T37,37,2,P02-S05,P06-S03,,15.87,0,3.2,9.6,89.22,1,telemetry
RADAR-37-south-america-dns-control,T37,37,1,P03-S03,P05-S01,,5.29,0,0.8,3.2,34.91,1,telemetry
RADAR-37-oceania-human-web,T37,37,2,P03-S08,P08-S04,,10.07,0,2.4,8,183.4,2,mixed
RADAR-38-na-east-human-web,T38,38,2,P08-S06,P03-S04,,18.48,0,3.6,12,338.84,2,mixed
RADAR-38-na-west-human-web,T38,38,2,P03-S04,P01-S03,,16.17,0,3.15,10.5,296.49,2,mixed
RADAR-38-na-west-api,T38,38,2,P06-S06,P06-S07,,20.79,0,4.2,12.6,115.56,1,telemetry
RADAR-38-europe-human-web,T38,38,2,P07-S01,P02-S02,,18.17,0,3.54,11.8,333.2,2,mixed
RADAR-38-europe-background-sync,T38,38,4,P05-S05,P04-S03,,12.98,0,3.54,23.6,152.45,3,background
RADAR-38-europe-automated,T38,38,2,P08-S07,P01-S08,,10.38,0,2.36,9.44,263.23,4,routing
RADAR-COMPUTE-38-europe,T38,38,3,,,P06-S03,31.15,1,9.44,37.76,0,2,compute
RADAR-38-east-asia-human-web,T38,38,2,P04-S07,P06-S01,,17.56,0,3.42,11.4,321.9,2,mixed
RADAR-38-east-asia-api,T38,38,2,P07-S01,P03-S05,,22.57,0,4.56,13.68,125.46,1,telemetry
RADAR-38-east-asia-dns-control,T38,38,1,P08-S07,P02-S03,,7.52,0,1.14,4.56,49.09,1,telemetry
RADAR-38-south-america-human-web,T38,38,2,P08-S04,P02-S07,,11.7,0,2.4,8,214.6,2,mixed
RADAR-38-oceania-human-web,T38,38,2,P04-S01,P01-S05,,9.55,0,2.4,8,175.07,2,mixed
RADAR-38-oceania-api,T38,38,2,P07-S03,P06-S01,,12.28,0,3.2,9.6,68.23,1,telemetry
RADAR-38-oceania-background-sync,T38,38,4,P02-S05,P03-S06,,6.82,0,2.4,16,80.1,3,background
RADAR-39-na-east-human-web,T39,39,2,P01-S06,P04-S05,,17.14,0,3.6,12,316.28,2,mixed
RADAR-39-na-east-api,T39,39,2,P04-S08,P01-S01,,22.03,0,4.8,14.4,121.05,1,telemetry
RADAR-39-na-west-human-web,T39,39,2,P04-S04,P02-S03,,14.99,0,3.15,10.5,276.75,2,mixed
RADAR-39-na-west-background-sync,T39,39,4,P02-S08,P04-S04,,10.71,0,3.15,21,124.34,3,background
RADAR-39-na-west-automated,T39,39,2,P05-S02,P01-S01,,8.57,0,2.1,8.4,217.2,4,routing
RADAR-COMPUTE-39-na-west,T39,39,3,,,P03-S06,25.7,1,8.4,33.6,0,2,compute
RADAR-39-europe-human-web,T39,39,2,P08-S01,P03-S03,,16.85,0,3.54,11.8,311.01,2,mixed
RADAR-39-europe-api,T39,39,2,P03-S03,P08-S07,,21.66,0,4.72,14.16,119.04,1,telemetry
RADAR-39-europe-dns-control,T39,39,1,P04-S01,P07-S05,,7.22,0,1.18,4.72,46.58,1,telemetry
RADAR-39-east-asia-human-web,T39,39,2,P05-S07,P07-S01,,16.28,0,3.42,11.4,300.47,2,mixed
RADAR-39-south-america-human-web,T39,39,2,P01-S04,P03-S08,,10.85,0,2.4,8,200.31,2,mixed
RADAR-39-south-america-api,T39,39,2,P04-S06,P08-S04,,13.95,0,3.2,9.6,76.67,1,telemetry
RADAR-39-south-america-background-sync,T39,39,4,P07-S08,P05-S01,,7.75,0,2.4,16,90,3,background
RADAR-39-oceania-human-web,T39,39,2,P05-S01,P02-S05,,8.85,0,2.4,8,163.41,2,mixed
RADAR-39-oceania-automated,T39,39,2,P06-S07,P01-S03,,5.06,0,1.6,6.4,128.25,4,routing
RADAR-COMPUTE-39-oceania,T39,39,3,,,P04-S03,15.18,0,6.4,25.6,0,2,compute
RADAR-40-na-east-human-web,T40,40,2,P02-S07,P05-S05,,15.46,0,3.6,12,281.52,2,mixed
RADAR-40-na-east-background-sync,T40,40,4,P08-S03,P07-S06,,11.04,0,3.6,24,131.16,3,background
RADAR-40-na-east-automated,T40,40,2,P03-S05,P04-S03,,8.83,0,2.4,9.6,223.89,4,routing
RADAR-COMPUTE-40-na-east,T40,40,3,,,P01-S01,26.5,1,9.6,38.4,0,2,compute
RADAR-40-na-west-human-web,T40,40,2,P05-S05,P03-S04,,13.52,0,3.15,10.5,246.33,2,mixed
RADAR-40-na-west-api,T40,40,2,P08-S07,P08-S08,,17.39,0,4.2,12.6,97.76,1,telemetry
RADAR-40-na-west-dns-control,T40,40,1,P01-S05,P07-S06,,5.8,0,1.05,4.2,38.25,1,telemetry
RADAR-40-europe-human-web,T40,40,2,P01-S02,P04-S03,,15.2,0,3.54,11.8,276.83,2,mixed
RADAR-40-east-asia-human-web,T40,40,2,P06-S08,P08-S02,,10.28,0,3.42,11.4,147.09,2,mixed
RADAR-40-east-asia-api,T40,40,2,P01-S02,P05-S06,,13.21,0,4.56,13.68,58.38,1,telemetry
RADAR-40-east-asia-background-sync,T40,40,4,P04-S04,P02-S03,,7.34,0,3.42,22.8,68.53,3,background
RADAR-40-south-america-human-web,T40,40,2,P02-S05,P04-S08,,9.79,0,2.4,8,178.3,2,mixed
RADAR-40-south-america-automated,T40,40,2,P03-S03,P03-S06,,5.59,0,1.6,6.4,141.8,4,routing
RADAR-COMPUTE-40-south-america,T40,40,3,,,P01-S07,16.78,0,6.4,25.6,0,2,compute
RADAR-40-oceania-human-web,T40,40,2,P06-S02,P03-S06,,7.99,0,2.4,8,145.45,2,mixed
RADAR-40-oceania-api,T40,40,2,P01-S04,P08-S02,,10.27,0,3.2,9.6,57.72,1,telemetry
RADAR-40-oceania-dns-control,T40,40,1,P02-S02,P07-S08,,3.42,0,0.8,3.2,22.59,1,telemetry
RADAR-41-na-east-human-web,T41,41,2,P03-S07,P06-S06,,13.78,0,3.6,12,247.57,2,mixed
RADAR-41-na-east-api,T41,41,2,P06-S01,P03-S02,,17.71,0,4.8,14.4,100.71,1,telemetry
RADAR-41-na-east-dns-control,T41,41,1,P07-S07,P02-S08,,5.9,0,1.2,4.8,39.41,1,telemetry
RADAR-41-na-west-human-web,T41,41,2,P06-S05,P04-S04,,12.05,0,3.15,10.5,216.63,2,mixed
RADAR-41-europe-human-web,T41,41,2,P02-S02,P05-S04,,13.55,0,3.54,11.8,243.45,2,mixed
RADAR-41-europe-api,T41,41,2,P05-S04,P02-S08,,17.42,0,4.72,14.16,99.03,1,telemetry
RADAR-41-europe-background-sync,T41,41,4,P08-S06,P07-S05,,9.68,0,3.54,23.6,116.26,3,background
RADAR-41-east-asia-human-web,T41,41,2,P07-S08,P01-S02,,9.16,0,3.42,11.4,129.36,2,mixed
RADAR-41-east-asia-automated,T41,41,2,P08-S06,P08-S08,,7.48,0,2.28,9.12,192.01,4,routing
RADAR-COMPUTE-41-east-asia,T41,41,3,,,P06-S02,22.44,1,9.12,36.48,0,2,compute
RADAR-41-south-america-human-web,T41,41,2,P03-S05,P05-S01,,8.72,0,2.4,8,156.8,2,mixed
RADAR-41-south-america-api,T41,41,2,P06-S07,P02-S05,,11.22,0,3.2,9.6,63.78,1,telemetry
RADAR-41-south-america-dns-control,T41,41,1,P07-S05,P01-S03,,3.74,0,0.8,3.2,24.96,1,telemetry
RADAR-41-oceania-human-web,T41,41,2,P07-S02,P04-S06,,7.12,0,2.4,8,127.91,2,mixed
RADAR-41-oceania-background-sync,T41,41,4,P05-S06,P06-S07,,5.08,0,2.4,16,61.08,3,background
RADAR-42-na-east-human-web,T42,42,2,P04-S08,P07-S06,,12.43,0,3.6,12,221.91,2,mixed
RADAR-42-na-west-human-web,T42,42,2,P07-S06,P05-S05,,10.88,0,3.15,10.5,194.17,2,mixed
RADAR-42-na-west-api,T42,42,2,P02-S08,P02-S01,,13.99,0,4.2,12.6,79.53,1,telemetry
RADAR-42-na-west-background-sync,T42,42,4,P05-S02,P07-S06,,7.77,0,3.15,21,93.36,3,background
RADAR-42-europe-human-web,T42,42,2,P03-S03,P06-S04,,12.22,0,3.54,11.8,218.21,2,mixed
RADAR-42-europe-automated,T42,42,2,P04-S01,P05-S02,,6.99,0,2.36,9.44,181.63,4,routing
RADAR-COMPUTE-42-europe,T42,42,3,,,P02-S05,20.96,1,9.44,37.76,0,2,compute
RADAR-42-east-asia-human-web,T42,42,2,P08-S01,P02-S03,,11.81,0,3.42,11.4,210.82,2,mixed
RADAR-42-east-asia-api,T42,42,2,P03-S03,P07-S07,,15.18,0,4.56,13.68,86.34,1,telemetry
RADAR-42-east-asia-dns-control,T42,42,1,P04-S01,P06-S05,,5.06,0,1.14,4.56,33.79,1,telemetry
RADAR-42-south-america-human-web,T42,42,2,P04-S06,P06-S01,,7.87,0,2.4,8,140.54,2,mixed
RADAR-42-south-america-background-sync,T42,42,4,P02-S02,P08-S02,,5.62,0,2.4,16,67.57,3,background
RADAR-42-oceania-human-web,T42,42,2,P08-S03,P05-S07,,6.42,0,2.4,8,114.65,2,mixed
RADAR-42-oceania-api,T42,42,2,P03-S05,P02-S03,,8.26,0,3.2,9.6,46.96,1,telemetry
RADAR-43-na-east-human-web,T43,43,2,P05-S08,P08-S07,,11.26,0,3.6,12,199.55,2,mixed
RADAR-43-na-east-api,T43,43,2,P08-S02,P05-S03,,14.47,0,4.8,14.4,83.21,1,telemetry
RADAR-43-na-east-background-sync,T43,43,4,P03-S04,P02-S08,,8.04,0,3.6,24,97.69,3,background
RADAR-43-na-west-human-web,T43,43,2,P08-S06,P06-S05,,9.85,0,3.15,10.5,174.61,2,mixed
RADAR-43-na-west-automated,T43,43,2,P01-S04,P05-S03,,5.63,0,2.1,8.4,146.33,4,routing
RADAR-COMPUTE-43-na-west,T43,43,3,,,P07-S08,16.88,1,8.4,33.6,0,2,compute
RADAR-43-europe-human-web,T43,43,2,P04-S03,P07-S05,,11.07,0,3.54,11.8,196.23,2,mixed
RADAR-43-europe-api,T43,43,2,P07-S05,P04-S01,,14.23,0,4.72,14.16,81.83,1,telemetry
RADAR-43-europe-dns-control,T43,43,1,P08-S03,P03-S07,,4.74,0,1.18,4.72,32.02,1,telemetry
RADAR-43-east-asia-human-web,T43,43,2,P01-S01,P03-S03,,10.69,0,3.42,11.4,189.58,2,mixed
RADAR-43-east-asia-background-sync,T43,43,4,P07-S05,P05-S04,,7.64,0,3.42,22.8,92.8,3,background
RADAR-43-south-america-human-web,T43,43,2,P05-S06,P07-S02,,7.13,0,2.4,8,126.38,2,mixed
RADAR-43-south-america-api,T43,43,2,P08-S08,P04-S06,,9.17,0,3.2,9.6,52.7,1,telemetry
RADAR-43-oceania-human-web,T43,43,2,P01-S03,P06-S07,,5.82,0,2.4,8,103.1,2,mixed
RADAR-43-oceania-automated,T43,43,2,P02-S01,P05-S05,,3.32,0,1.6,6.4,86.4,4,routing
RADAR-COMPUTE-43-oceania,T43,43,3,,,P08-S05,9.97,0,6.4,25.6,0,2,compute
RADAR-44-na-east-human-web,T44,44,2,P06-S01,P01-S07,,10.42,0,3.6,12,183.4,2,mixed
RADAR-44-na-east-automated,T44,44,2,P07-S07,P08-S05,,5.95,0,2.4,9.6,156.69,4,routing
RADAR-COMPUTE-44-na-east,T44,44,3,,,P05-S03,17.86,1,9.6,38.4,0,2,compute
RADAR-44-na-west-human-web,T44,44,2,P01-S07,P07-S06,,9.11,0,3.15,10.5,160.47,2,mixed
RADAR-44-na-west-api,T44,44,2,P04-S01,P04-S02,,11.72,0,4.2,12.6,67.38,1,telemetry
RADAR-44-na-west-dns-control,T44,44,1,P05-S07,P03-S08,,3.91,0,1.05,4.2,26.37,1,telemetry
RADAR-44-europe-human-web,T44,44,2,P05-S04,P08-S05,,10.24,0,3.54,11.8,180.34,2,mixed
RADAR-44-europe-background-sync,T44,44,4,P03-S08,P02-S06,,7.32,0,3.54,23.6,88.89,3,background
RADAR-44-east-asia-human-web,T44,44,2,P02-S02,P04-S04,,9.9,0,3.42,11.4,174.23,2,mixed
RADAR-44-east-asia-api,T44,44,2,P05-S04,P01-S08,,12.72,0,4.56,13.68,73.15,1,telemetry
RADAR-44-south-america-human-web,T44,44,2,P06-S07,P08-S02,,6.6,0,2.4,8,116.15,2,mixed
RADAR-44-south-america-automated,T44,44,2,P07-S05,P07-S08,,3.77,0,1.6,6.4,99.23,4,routing
RADAR-COMPUTE-44-south-america,T44,44,3,,,P05-S01,11.31,0,6.4,25.6,0,2,compute
RADAR-44-oceania-human-web,T44,44,2,P02-S04,P07-S08,,5.38,0,2.4,8,94.75,2,mixed
RADAR-44-oceania-api,T44,44,2,P05-S06,P04-S04,,6.92,0,3.2,9.6,39.79,1,telemetry
RADAR-44-oceania-background-sync,T44,44,4,P08-S08,P01-S01,,3.84,0,2.4,16,46.7,3,background
RADAR-44-oceania-dns-control,T44,44,1,P06-S04,P03-S02,,2.31,0,0.8,3.2,15.57,1,telemetry
RADAR-45-na-east-human-web,T45,45,2,P07-S01,P02-S08,,9.91,0,3.6,12,173.32,2,mixed
RADAR-45-na-east-api,T45,45,2,P02-S03,P07-S04,,12.74,0,4.8,14.4,74.09,1,telemetry
RADAR-45-na-east-dns-control,T45,45,1,P03-S01,P06-S02,,4.25,0,1.2,4.8,28.99,1,telemetry
RADAR-45-na-west-human-web,T45,45,2,P02-S07,P08-S06,,8.67,0,3.15,10.5,151.65,2,mixed
RADAR-45-na-west-background-sync,T45,45,3,P08-S03,P02-S07,,6.19,0,3.15,21,76.11,3,background
RADAR-45-europe-human-web,T45,45,2,P06-S04,P01-S06,,9.75,0,3.54,11.8,170.43,2,mixed
RADAR-45-europe-api,T45,45,2,P01-S06,P06-S02,,12.53,0,4.72,14.16,72.86,1,telemetry
RADAR-45-east-asia-human-web,T45,45,2,P03-S02,P05-S04,,9.42,0,3.42,11.4,164.65,2,mixed
RADAR-45-east-asia-automated,T45,45,2,P04-S08,P04-S02,,5.38,0,2.28,9.12,141.65,4,routing
RADAR-COMPUTE-45-east-asia,T45,45,3,,,P02-S04,16.14,1,9.12,36.48,0,2,compute
RADAR-45-south-america-human-web,T45,45,2,P07-S07,P01-S03,,6.28,0,2.4,8,109.77,2,mixed
RADAR-45-south-america-api,T45,45,2,P02-S01,P06-S07,,8.07,0,3.2,9.6,46.93,1,telemetry
RADAR-45-south-america-background-sync,T45,45,3,P05-S03,P03-S04,,4.48,0,2.4,16,55.09,3,background
RADAR-45-south-america-dns-control,T45,45,1,P03-S07,P05-S05,,2.69,0,0.8,3.2,18.36,1,telemetry
RADAR-45-oceania-human-web,T45,45,2,P03-S04,P08-S08,,5.12,0,2.4,8,89.55,2,mixed
RADAR-46-na-east-human-web,T46,46,2,P08-S02,P03-S08,,9.58,0,3.6,12,167.44,2,mixed
RADAR-46-na-east-background-sync,T46,46,2,P06-S06,P05-S01,,6.84,0,3.6,24,84.03,3,background
RADAR-46-na-west-human-web,T46,46,2,P03-S08,P01-S07,,8.38,0,3.15,10.5,146.51,2,mixed
RADAR-46-na-west-api,T46,46,2,P06-S02,P06-S03,,10.77,0,4.2,12.6,62.63,1,telemetry
