task_id,calibration_class_id,calibration_region_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-18-na-west-interactive-realtime,interactive-realtime,na-west,T18,18,1,P40-S22,P12-S20,,10.75,0,2.1,6.3,98.89,1,routing
RADAR-18-na-west-api,api,na-west,T18,18,2,P43-S02,P17-S02,,12.09,0,4.2,12.6,64.88,1,telemetry
RADAR-18-na-west-background-sync,background-sync,na-west,T18,18,4,P46-S04,P22-S07,,6.72,0,3.15,21,76.16,3,background
RADAR-18-europe-human-web,human-web,europe,T18,18,2,P49-S01,P43-S02,,10.57,0,3.54,11.8,198.88,2,mixed
RADAR-18-europe-video-streaming,video-streaming,europe,T18,18,3,P52-S03,P48-S07,,6.79,0,2.95,21.24,421.15,3,background
RADAR-18-europe-software-update,software-update,europe,T18,18,5,P64-S11,P68-S03,,5.28,0,2.36,42.48,280.77,4,background
RADAR-18-europe-automated,automated,europe,T18,18,2,P67-S13,P01-S07,,6.04,0,2.36,9.44,151.1,4,routing
RADAR-COMPUTE-18-europe,local-compute,europe,T18,18,3,,,P64-S11,18.11,1,9.44,37.76,0,2,compute
RADAR-18-east-asia-human-web,human-web,east-asia,T18,18,2,P69-S07,P53-S09,,10.21,0,3.42,11.4,192.14,2,mixed
RADAR-18-east-asia-interactive-realtime,interactive-realtime,east-asia,T18,18,1,P03-S11,P63-S18,,11.67,0,2.28,6.84,107.37,1,routing
RADAR-18-east-asia-api,api,east-asia,T18,18,2,P06-S13,P68-S22,,13.13,0,4.56,13.68,70.44,1,telemetry
RADAR-18-east-asia-dns-control,dns-control,east-asia,T18,18,1,P18-S21,P16-S18,,4.38,0,1.14,4.56,27.56,1,telemetry
RADAR-18-south-america-human-web,human-web,south-america,T18,18,2,P12-S12,P51-S07,,6.81,0,2.4,8,128.09,2,mixed
RADAR-18-south-america-video-streaming,video-streaming,south-america,T18,18,3,P15-S14,P56-S12,,4.38,0,2,14.4,271.25,3,background
RADAR-18-south-america-background-sync,background-sync,south-america,T18,18,4,P24-S20,P71-S03,,4.86,0,2.4,16,55.13,3,background
RADAR-18-oceania-human-web,human-web,oceania,T18,18,2,P24-S17,P18-S21,,5.55,0,2.4,8,104.49,2,mixed
RADAR-18-oceania-interactive-realtime,interactive-realtime,oceania,T18,18,1,P30-S21,P28-S08,,6.35,0,1.6,4.8,58.39,1,routing
RADAR-18-oceania-api,api,oceania,T18,18,2,P33-S01,P33-S12,,7.14,0,3.2,9.6,38.31,1,telemetry
RADAR-19-na-east-human-web,human-web,na-east,T19,19,2,P26-S12,P54-S05,,9.06,0,3.6,12,171.67,2,mixed
RADAR-19-na-east-interactive-realtime,interactive-realtime,na-east,T19,19,1,P32-S16,P64-S14,,10.36,0,2.4,7.2,95.94,1,routing
RADAR-19-na-east-api,api,na-east,T19,19,2,P35-S18,P69-S18,,11.65,0,4.8,14.4,61.79,1,telemetry
RADAR-19-na-east-background-sync,background-sync,na-east,T19,19,4,P38-S20,P02-S01,,6.47,0,3.6,24,72.53,3,background
RADAR-19-na-west-human-web,human-web,na-west,T19,19,2,P35-S18,P03-S11,,7.93,0,3.15,10.5,150.22,2,mixed
RADAR-19-na-west-video-streaming,video-streaming,na-west,T19,19,3,P38-S20,P08-S16,,5.1,0,2.63,18.9,318.1,3,background
RADAR-19-na-west-software-update,software-update,na-west,T19,19,5,P50-S06,P28-S12,,3.96,0,2.1,37.8,212.07,4,background
RADAR-19-na-west-automated,automated,na-west,T19,19,2,P53-S08,P33-S16,,4.53,0,2.1,8.4,113.4,4,routing
RADAR-COMPUTE-19-na-west,local-compute,na-west,T19,19,3,,,P50-S06,13.59,1,8.4,33.6,0,2,compute
RADAR-19-europe-human-web,human-web,europe,T19,19,2,P50-S01,P44-S03,,8.91,0,3.54,11.8,168.81,2,mixed
RADAR-19-europe-interactive-realtime,interactive-realtime,europe,T19,19,1,P56-S05,P54-S12,,10.18,0,2.36,7.08,94.34,1,routing
RADAR-19-europe-api,api,europe,T19,19,2,P59-S07,P59-S16,,11.46,0,4.72,14.16,60.76,1,telemetry
RADAR-19-europe-dns-control,dns-control,europe,T19,19,1,P71-S15,P07-S12,,3.82,0,1.18,4.72,23.78,1,telemetry
RADAR-19-east-asia-human-web,human-web,east-asia,T19,19,2,P70-S07,P54-S09,,8.61,0,3.42,11.4,163.09,2,mixed
RADAR-19-east-asia-video-streaming,video-streaming,east-asia,T19,19,3,P01-S09,P59-S14,,5.53,0,2.85,20.52,345.37,3,background
RADAR-19-east-asia-background-sync,background-sync,east-asia,T19,19,4,P10-S15,P02-S05,,6.15,0,3.42,22.8,68.91,3,background
RADAR-19-south-america-human-web,human-web,south-america,T19,19,2,P13-S12,P52-S08,,5.74,0,2.4,8,108.73,2,mixed
RADAR-19-south-america-interactive-realtime,interactive-realtime,south-america,T19,19,1,P19-S16,P62-S17,,6.56,0,1.6,4.8,60.76,1,routing
RADAR-19-south-america-api,api,south-america,T19,19,2,P22-S18,P67-S21,,7.38,0,3.2,9.6,39.13,1,telemetry
RADAR-19-oceania-human-web,human-web,oceania,T19,19,2,P25-S17,P19-S21,,4.68,0,2.4,8,88.7,2,mixed
RADAR-19-oceania-video-streaming,video-streaming,oceania,T19,19,3,P28-S19,P24-S04,,3.01,0,2,14.4,187.83,3,background
RADAR-19-oceania-automated,automated,oceania,T19,19,2,P43-S07,P49-S04,,2.68,0,1.6,6.4,66.96,4,routing
RADAR-COMPUTE-19-oceania,local-compute,oceania,T19,19,3,,,P40-S05,8.03,0,6.4,25.6,0,2,compute
RADAR-20-na-east-human-web,human-web,na-east,T20,20,2,P27-S13,P55-S05,,8.75,0,3.6,12,164.66,2,mixed
RADAR-20-na-east-video-streaming,video-streaming,na-east,T20,20,3,P30-S15,P60-S10,,5.62,0,3,21.6,348.7,3,background
RADAR-20-na-east-software-update,software-update,na-east,T20,20,5,P42-S01,P08-S06,,4.37,0,2.4,43.2,232.47,4,background
RADAR-20-na-east-automated,automated,na-east,T20,20,2,P45-S03,P13-S10,,5,0,2.4,9.6,125.11,4,routing
RADAR-COMPUTE-20-na-east,local-compute,na-east,T20,20,3,,,P42-S01,15,1,9.6,38.4,0,2,compute
RADAR-20-na-west-human-web,human-web,na-west,T20,20,2,P36-S19,P04-S12,,7.66,0,3.15,10.5,144.08,2,mixed
RADAR-20-na-west-interactive-realtime,interactive-realtime,na-west,T20,20,1,P42-S01,P14-S21,,8.75,0,2.1,6.3,80.52,1,routing
RADAR-20-na-west-api,api,na-west,T20,20,2,P45-S03,P19-S03,,9.84,0,4.2,12.6,52.82,1,telemetry
RADAR-20-na-west-dns-control,dns-control,na-west,T20,20,1,P57-S11,P39-S21,,3.28,0,1.05,4.2,20.67,1,telemetry
RADAR-20-europe-human-web,human-web,europe,T20,20,2,P51-S02,P45-S03,,8.6,0,3.54,11.8,161.92,2,mixed
RADAR-20-europe-video-streaming,video-streaming,europe,T20,20,3,P54-S04,P50-S08,,5.53,0,2.95,21.24,342.89,3,background
RADAR-20-europe-background-sync,background-sync,europe,T20,20,4,P63-S10,P65-S21,,6.14,0,3.54,23.6,69.68,3,background
RADAR-20-east-asia-human-web,human-web,east-asia,T20,20,2,P71-S08,P55-S10,,8.31,0,3.42,11.4,156.43,2,mixed
RADAR-20-east-asia-interactive-realtime,interactive-realtime,east-asia,T20,20,1,P05-S12,P65-S19,,9.5,0,2.28,6.84,87.42,1,routing
RADAR-20-east-asia-api,api,east-asia,T20,20,2,P08-S14,P70-S01,,10.69,0,4.56,13.68,57.35,1,telemetry
RADAR-20-south-america-human-web,human-web,south-america,T20,20,2,P14-S13,P53-S08,,5.54,0,2.4,8,104.29,2,mixed
RADAR-20-south-america-video-streaming,video-streaming,south-america,T20,20,3,P17-S15,P58-S13,,3.56,0,2,14.4,220.84,3,background
RADAR-20-south-america-automated,automated,south-america,T20,20,2,P32-S03,P11-S13,,3.17,0,1.6,6.4,79.23,4,routing
RADAR-COMPUTE-20-south-america,local-compute,south-america,T20,20,3,,,P29-S01,9.5,0,6.4,25.6,0,2,compute
RADAR-20-oceania-human-web,human-web,oceania,T20,20,2,P26-S18,P20-S22,,4.52,0,2.4,8,85.08,2,mixed
RADAR-20-oceania-interactive-realtime,interactive-realtime,oceania,T20,20,1,P32-S22,P30-S09,,5.17,0,1.6,4.8,47.54,1,routing
RADAR-20-oceania-api,api,oceania,T20,20,2,P35-S02,P35-S13,,5.81,0,3.2,9.6,31.19,1,telemetry
RADAR-20-oceania-background-sync,background-sync,oceania,T20,20,4,P38-S04,P40-S18,,3.23,0,2.4,16,36.61,3,background
RADAR-20-oceania-dns-control,dns-control,oceania,T20,20,1,P47-S10,P55-S09,,1.94,0,0.8,3.2,12.2,1,telemetry
RADAR-21-na-east-human-web,human-web,na-east,T21,21,2,P28-S13,P56-S06,,9.02,0,3.6,12,167.59,2,mixed
RADAR-21-na-east-interactive-realtime,interactive-realtime,na-east,T21,21,1,P34-S17,P66-S15,,10.31,0,2.4,7.2,93.65,1,routing
RADAR-21-na-east-api,api,na-east,T21,21,2,P37-S19,P71-S19,,11.6,0,4.8,14.4,63.72,1,telemetry
RADAR-21-na-east-dns-control,dns-control,na-east,T21,21,1,P49-S05,P19-S15,,3.87,0,1.2,4.8,24.94,1,telemetry
RADAR-21-na-west-human-web,human-web,na-west,T21,21,2,P37-S19,P05-S12,,7.89,0,3.15,10.5,146.64,2,mixed
RADAR-21-na-west-video-streaming,video-streaming,na-west,T21,21,3,P40-S21,P10-S17,,5.07,0,2.63,18.9,310.53,3,background
RADAR-21-na-west-background-sync,background-sync,na-west,T21,21,4,P49-S05,P25-S08,,5.64,0,3.15,21,65.46,3,background
RADAR-21-europe-human-web,human-web,europe,T21,21,2,P52-S02,P46-S04,,8.87,0,3.54,11.8,164.8,2,mixed
RADAR-21-europe-interactive-realtime,interactive-realtime,europe,T21,21,1,P58-S06,P56-S13,,10.14,0,2.36,7.08,92.09,1,routing
RADAR-21-europe-api,api,europe,T21,21,2,P61-S08,P61-S17,,11.4,0,4.72,14.16,62.66,1,telemetry
RADAR-21-east-asia-human-web,human-web,east-asia,T21,21,2,P72-S08,P56-S10,,8.57,0,3.42,11.4,159.21,2,mixed
RADAR-21-east-asia-video-streaming,video-streaming,east-asia,T21,21,3,P03-S10,P61-S15,,5.51,0,2.85,20.52,337.15,3,background
RADAR-21-east-asia-automated,automated,east-asia,T21,21,2,P18-S20,P14-S15,,4.9,0,2.28,9.12,122.54,4,routing
RADAR-COMPUTE-21-east-asia,local-compute,east-asia,T21,21,3,,,P15-S18,14.69,1,9.12,36.48,0,2,compute
RADAR-21-south-america-human-web,human-web,south-america,T21,21,2,P15-S13,P54-S09,,5.71,0,2.4,8,106.14,2,mixed
RADAR-21-south-america-interactive-realtime,interactive-realtime,south-america,T21,21,1,P21-S17,P64-S18,,6.53,0,1.6,4.8,59.31,1,routing
RADAR-21-south-america-api,api,south-america,T21,21,2,P24-S19,P69-S22,,7.35,0,3.2,9.6,40.36,1,telemetry
RADAR-21-south-america-background-sync,background-sync,south-america,T21,21,4,P27-S21,P02-S05,,4.08,0,2.4,16,47.38,3,background
RADAR-21-south-america-dns-control,dns-control,south-america,T21,21,1,P36-S05,P17-S18,,2.45,0,0.8,3.2,15.79,1,telemetry
RADAR-21-oceania-human-web,human-web,oceania,T21,21,2,P27-S18,P21-S22,,4.66,0,2.4,8,86.59,2,mixed
RADAR-21-oceania-video-streaming,video-streaming,oceania,T21,21,3,P30-S20,P26-S05,,3,0,2,14.4,183.36,3,background
RADAR-21-oceania-software-update,software-update,oceania,T21,21,5,P42-S06,P46-S01,,2.33,0,1.6,28.8,122.24,4,background
RADAR-22-na-east-human-web,human-web,na-east,T22,22,2,P29-S14,P57-S06,,10.14,0,3.6,12,184.76,2,mixed
RADAR-22-na-east-video-streaming,video-streaming,na-east,T22,22,3,P32-S16,P62-S11,,6.52,0,3,21.6,391.26,3,background
RADAR-22-na-east-background-sync,background-sync,na-east,T22,22,4,P41-S22,P05-S02,,7.25,0,3.6,24,86.08,3,background
RADAR-22-na-west-human-web,human-web,na-west,T22,22,2,P38-S20,P06-S13,,8.88,0,3.15,10.5,161.66,2,mixed
RADAR-22-na-west-interactive-realtime,interactive-realtime,na-west,T22,22,1,P44-S02,P16-S22,,10.14,0,2.1,6.3,90.34,1,routing
RADAR-22-na-west-api,api,na-west,T22,22,2,P47-S04,P21-S04,,11.41,0,4.2,12.6,64.16,1,telemetry
RADAR-22-europe-human-web,human-web,europe,T22,22,2,P53-S03,P47-S04,,9.97,0,3.54,11.8,181.68,2,mixed
RADAR-22-europe-video-streaming,video-streaming,europe,T22,22,3,P56-S05,P52-S09,,6.41,0,2.95,21.24,384.73,3,background
RADAR-22-europe-automated,automated,europe,T22,22,2,P71-S15,P05-S09,,5.7,0,2.36,9.44,144.49,4,routing
RADAR-COMPUTE-22-europe,local-compute,europe,T22,22,3,,,P68-S13,17.1,1,9.44,37.76,0,2,compute
RADAR-22-east-asia-human-web,human-web,east-asia,T22,22,2,P01-S09,P57-S11,,9.64,0,3.42,11.4,175.52,2,mixed
RADAR-22-east-asia-interactive-realtime,interactive-realtime,east-asia,T22,22,1,P07-S13,P67-S20,,11.01,0,2.28,6.84,98.09,1,routing
RADAR-22-east-asia-api,api,east-asia,T22,22,2,P10-S15,P72-S02,,12.39,0,4.56,13.68,69.66,1,telemetry
RADAR-22-east-asia-background-sync,background-sync,east-asia,T22,22,4,P13-S17,P05-S07,,6.88,0,3.42,22.8,81.77,3,background
RADAR-22-east-asia-dns-control,dns-control,east-asia,T22,22,1,P22-S01,P20-S20,,4.13,0,1.14,4.56,27.26,1,telemetry
RADAR-22-south-america-human-web,human-web,south-america,T22,22,2,P16-S14,P55-S09,,6.42,0,2.4,8,117.01,2,mixed
RADAR-22-south-america-video-streaming,video-streaming,south-america,T22,22,3,P19-S16,P60-S14,,4.13,0,2,14.4,247.8,3,background
RADAR-22-south-america-software-update,software-update,south-america,T22,22,5,P31-S02,P08-S10,,3.21,0,1.6,28.8,165.2,4,background
RADAR-22-oceania-human-web,human-web,oceania,T22,22,2,P28-S19,P22-S01,,5.24,0,2.4,8,95.46,2,mixed
RADAR-22-oceania-interactive-realtime,interactive-realtime,oceania,T22,22,1,P34-S01,P32-S10,,5.99,0,1.6,4.8,53.34,1,routing
RADAR-22-oceania-api,api,oceania,T22,22,2,P37-S03,P37-S14,,6.74,0,3.2,9.6,37.88,1,telemetry
RADAR-23-na-east-human-web,human-web,na-east,T23,23,2,P30-S14,P58-S07,,12.59,0,3.6,12,224.65,2,mixed
RADAR-23-na-east-interactive-realtime,interactive-realtime,na-east,T23,23,1,P36-S18,P68-S16,,14.38,0,2.4,7.2,125.54,1,routing
RADAR-23-na-east-api,api,na-east,T23,23,2,P39-S20,P01-S20,,16.18,0,4.8,14.4,93.04,1,telemetry
RADAR-23-na-west-human-web,human-web,na-west,T23,23,2,P39-S20,P07-S13,,11.01,0,3.15,10.5,196.57,2,mixed
RADAR-23-na-west-video-streaming,video-streaming,na-west,T23,23,3,P42-S22,P12-S18,,7.08,0,2.63,18.9,416.26,3,background
RADAR-23-na-west-automated,automated,na-west,T23,23,2,P57-S10,P37-S18,,6.29,0,2.1,8.4,161.56,4,routing
RADAR-COMPUTE-23-na-west,local-compute,na-west,T23,23,3,,,P54-S08,18.88,1,8.4,33.6,0,2,compute
RADAR-23-europe-human-web,human-web,europe,T23,23,2,P54-S03,P48-S05,,12.38,0,3.54,11.8,220.9,2,mixed
RADAR-23-europe-interactive-realtime,interactive-realtime,europe,T23,23,1,P60-S07,P58-S14,,14.14,0,2.36,7.08,123.45,1,routing
RADAR-23-europe-api,api,europe,T23,23,2,P63-S09,P63-S18,,15.91,0,4.72,14.16,91.49,1,telemetry
RADAR-23-europe-background-sync,background-sync,europe,T23,23,4,P66-S11,P68-S01,,8.84,0,3.54,23.6,107.4,3,background
RADAR-23-europe-dns-control,dns-control,europe,T23,23,1,P03-S17,P11-S14,,5.3,0,1.18,4.72,35.8,1,telemetry
RADAR-23-east-asia-human-web,human-web,east-asia,T23,23,2,P02-S09,P58-S11,,11.96,0,3.42,11.4,213.41,2,mixed
RADAR-23-east-asia-video-streaming,video-streaming,east-asia,T23,23,3,P05-S11,P63-S16,,7.69,0,2.85,20.52,451.94,3,background
RADAR-23-east-asia-software-update,software-update,east-asia,T23,23,5,P17-S19,P11-S12,,5.98,0,2.28,41.04,301.29,4,background
RADAR-23-south-america-human-web,human-web,south-america,T23,23,2,P17-S14,P56-S10,,7.97,0,2.4,8,142.28,2,mixed
RADAR-23-south-america-interactive-realtime,interactive-realtime,south-america,T23,23,1,P23-S18,P66-S19,,9.11,0,1.6,4.8,79.51,1,routing
RADAR-23-south-america-api,api,south-america,T23,23,2,P26-S20,P71-S01,,10.25,0,3.2,9.6,58.93,1,telemetry
RADAR-23-oceania-human-web,human-web,oceania,T23,23,2,P29-S19,P23-S01,,6.5,0,2.4,8,116.07,2,mixed
RADAR-23-oceania-video-streaming,video-streaming,oceania,T23,23,3,P32-S21,P28-S06,,4.18,0,2,14.4,245.79,3,background
RADAR-23-oceania-background-sync,background-sync,oceania,T23,23,4,P41-S05,P43-S19,,4.64,0,2.4,16,56.43,3,background
RADAR-23-oceania-automated,automated,oceania,T23,23,2,P47-S09,P53-S06,,3.72,0,1.6,6.4,95.4,4,routing
RADAR-COMPUTE-23-oceania,local-compute,oceania,T23,23,3,,,P44-S07,11.15,0,6.4,25.6,0,2,compute
RADAR-24-na-east-human-web,human-web,na-east,T24,24,2,P31-S15,P59-S07,,15.1,0,3.6,12,267.79,2,mixed
RADAR-24-na-east-video-streaming,video-streaming,na-east,T24,24,3,P34-S17,P64-S12,,9.71,0,3,21.6,567.08,3,background
RADAR-24-na-east-automated,automated,na-east,T24,24,2,P49-S05,P17-S12,,8.63,0,2.4,9.6,224.42,4,routing
RADAR-COMPUTE-24-na-east,local-compute,na-east,T24,24,3,,,P46-S03,25.89,1,9.6,38.4,0,2,compute
RADAR-24-na-west-human-web,human-web,na-west,T24,24,2,P40-S21,P08-S14,,13.22,0,3.15,10.5,234.31,2,mixed
RADAR-24-na-west-interactive-realtime,interactive-realtime,na-west,T24,24,1,P46-S03,P18-S01,,15.1,0,2.1,6.3,130.94,1,routing
RADAR-24-na-west-api,api,na-west,T24,24,2,P49-S05,P23-S05,,16.99,0,4.2,12.6,97.71,1,telemetry
RADAR-24-na-west-background-sync,background-sync,na-west,T24,24,4,P52-S07,P28-S10,,9.44,0,3.15,21,114.7,3,background
RADAR-24-na-west-dns-control,dns-control,na-west,T24,24,1,P61-S13,P43-S01,,5.66,0,1.05,4.2,38.23,1,telemetry
RADAR-24-europe-human-web,human-web,europe,T24,24,2,P55-S04,P49-S05,,14.85,0,3.54,11.8,263.32,2,mixed
RADAR-24-europe-video-streaming,video-streaming,europe,T24,24,3,P58-S06,P54-S10,,9.55,0,2.95,21.24,557.63,3,background
RADAR-24-europe-software-update,software-update,europe,T24,24,5,P70-S14,P02-S06,,7.43,0,2.36,42.48,371.75,4,background
RADAR-24-east-asia-human-web,human-web,east-asia,T24,24,2,P03-S10,P59-S12,,14.35,0,3.42,11.4,254.4,2,mixed
RADAR-24-east-asia-interactive-realtime,interactive-realtime,east-asia,T24,24,1,P09-S14,P69-S21,,16.4,0,2.28,6.84,142.16,1,routing
RADAR-24-east-asia-api,api,east-asia,T24,24,2,P12-S16,P02-S03,,18.45,0,4.56,13.68,106.08,1,telemetry
RADAR-24-south-america-human-web,human-web,south-america,T24,24,2,P18-S15,P57-S10,,9.57,0,2.4,8,169.6,2,mixed
RADAR-24-south-america-video-streaming,video-streaming,south-america,T24,24,3,P21-S17,P62-S15,,6.15,0,2,14.4,359.15,3,background
RADAR-24-south-america-background-sync,background-sync,south-america,T24,24,4,P30-S01,P05-S06,,6.83,0,2.4,16,83.02,3,background
RADAR-24-south-america-automated,automated,south-america,T24,24,2,P36-S05,P15-S15,,5.47,0,1.6,6.4,142.13,4,routing
RADAR-COMPUTE-24-south-america,local-compute,south-america,T24,24,3,,,P33-S03,16.4,0,6.4,25.6,0,2,compute
RADAR-24-oceania-human-web,human-web,oceania,T24,24,2,P30-S20,P24-S02,,7.8,0,2.4,8,138.36,2,mixed
RADAR-24-oceania-interactive-realtime,interactive-realtime,oceania,T24,24,1,P36-S02,P34-S11,,8.92,0,1.6,4.8,77.32,1,routing
RADAR-24-oceania-api,api,oceania,T24,24,2,P39-S04,P39-S15,,10.03,0,3.2,9.6,57.7,1,telemetry
RADAR-24-oceania-dns-control,dns-control,oceania,T24,24,1,P51-S12,P59-S11,,3.34,0,0.8,3.2,22.58,1,telemetry
RADAR-25-na-east-human-web,human-web,na-east,T25,25,2,P32-S15,P60-S08,,18.03,0,3.6,12,317.43,2,mixed
RADAR-25-na-east-interactive-realtime,interactive-realtime,na-east,T25,25,1,P38-S19,P70-S17,,20.6,0,2.4,7.2,177.39,1,routing
RADAR-25-na-east-api,api,na-east,T25,25,2,P41-S21,P03-S21,,23.18,0,4.8,14.4,133.28,1,telemetry
RADAR-25-na-east-background-sync,background-sync,na-east,T25,25,4,P44-S01,P08-S04,,12.88,0,3.6,24,156.46,3,background
RADAR-25-na-east-dns-control,dns-control,na-east,T25,25,1,P53-S07,P23-S17,,7.73,0,1.2,4.8,52.15,1,telemetry
RADAR-25-na-west-human-web,human-web,na-west,T25,25,2,P41-S21,P09-S14,,15.77,0,3.15,10.5,277.75,2,mixed
RADAR-25-na-west-video-streaming,video-streaming,na-west,T25,25,3,P44-S01,P14-S19,,10.14,0,2.63,18.9,588.17,3,background
RADAR-25-na-west-software-update,software-update,na-west,T25,25,5,P56-S09,P34-S15,,7.89,0,2.1,37.8,392.11,4,background
RADAR-25-europe-human-web,human-web,europe,T25,25,2,P56-S04,P50-S06,,17.73,0,3.54,11.8,312.14,2,mixed
RADAR-25-europe-interactive-realtime,interactive-realtime,europe,T25,25,1,P62-S08,P60-S15,,20.26,0,2.36,7.08,174.43,1,routing
RADAR-25-europe-api,api,europe,T25,25,2,P65-S10,P65-S19,,22.79,0,4.72,14.16,131.06,1,telemetry
RADAR-25-east-asia-human-web,human-web,east-asia,T25,25,2,P04-S10,P60-S12,,17.13,0,3.42,11.4,301.55,2,mixed
RADAR-25-east-asia-video-streaming,video-streaming,east-asia,T25,25,3,P07-S12,P65-S17,,11.01,0,2.85,20.52,638.59,3,background
RADAR-25-east-asia-background-sync,background-sync,east-asia,T25,25,4,P16-S18,P08-S08,,12.23,0,3.42,22.8,148.64,3,background
RADAR-25-east-asia-automated,automated,east-asia,T25,25,2,P22-S22,P18-S17,,9.79,0,2.28,9.12,257.64,4,routing
RADAR-COMPUTE-25-east-asia,local-compute,east-asia,T25,25,3,,,P19-S20,29.36,1,9.12,36.48,0,2,compute
RADAR-25-south-america-human-web,human-web,south-america,T25,25,2,P19-S15,P58-S11,,11.42,0,2.4,8,201.04,2,mixed
RADAR-25-south-america-interactive-realtime,interactive-realtime,south-america,T25,25,1,P25-S19,P68-S20,,13.05,0,1.6,4.8,112.34,1,routing
RADAR-25-south-america-api,api,south-america,T25,25,2,P28-S21,P01-S02,,14.68,0,3.2,9.6,84.41,1,telemetry
RADAR-25-south-america-dns-control,dns-control,south-america,T25,25,1,P40-S07,P21-S20,,4.89,0,0.8,3.2,33.03,1,telemetry
RADAR-25-oceania-human-web,human-web,oceania,T25,25,2,P31-S20,P25-S02,,9.31,0,2.4,8,164,2,mixed
RADAR-25-oceania-video-streaming,video-streaming,oceania,T25,25,3,P34-S22,P30-S07,,5.99,0,2,14.4,347.3,3,background
RADAR-26-na-east-human-web,human-web,na-east,T26,26,2,P33-S16,P61-S08,,19.99,0,3.6,12,349.54,2,mixed
RADAR-26-na-east-video-streaming,video-streaming,na-east,T26,26,3,P36-S18,P66-S13,,12.85,0,3,21.6,740.2,3,background
RADAR-26-na-east-software-update,software-update,na-east,T26,26,5,P48-S04,P14-S09,,9.99,0,2.4,43.2,493.47,4,background
RADAR-26-na-west-human-web,human-web,na-west,T26,26,2,P42-S22,P10-S15,,17.49,0,3.15,10.5,305.85,2,mixed
RADAR-26-na-west-interactive-realtime,interactive-realtime,na-west,T26,26,1,P48-S04,P20-S02,,19.99,0,2.1,6.3,170.91,1,routing
RADAR-26-na-west-api,api,na-west,T26,26,2,P51-S06,P25-S06,,22.49,0,4.2,12.6,130.75,1,telemetry
RADAR-26-europe-human-web,human-web,europe,T26,26,2,P57-S05,P51-S06,,19.66,0,3.54,11.8,343.71,2,mixed
RADAR-26-europe-video-streaming,video-streaming,europe,T26,26,3,P60-S07,P56-S11,,12.64,0,2.95,21.24,727.86,3,background
RADAR-26-europe-background-sync,background-sync,europe,T26,26,4,P69-S13,P71-S02,,14.04,0,3.54,23.6,172.49,3,background
RADAR-26-europe-automated,automated,europe,T26,26,2,P03-S17,P09-S11,,11.23,0,2.36,9.44,295.69,4,routing
RADAR-COMPUTE-26-europe,local-compute,europe,T26,26,3,,,P72-S15,33.7,1,9.44,37.76,0,2,compute
RADAR-26-east-asia-human-web,human-web,east-asia,T26,26,2,P05-S11,P61-S13,,18.99,0,3.42,11.4,332.06,2,mixed
RADAR-26-east-asia-interactive-realtime,interactive-realtime,east-asia,T26,26,1,P11-S15,P71-S22,,21.7,0,2.28,6.84,185.56,1,routing
RADAR-26-east-asia-api,api,east-asia,T26,26,2,P14-S17,P04-S04,,24.42,0,4.56,13.68,141.95,1,telemetry
RADAR-26-east-asia-dns-control,dns-control,east-asia,T26,26,1,P26-S03,P24-S22,,8.14,0,1.14,4.56,55.55,1,telemetry
RADAR-26-south-america-human-web,human-web,south-america,T26,26,2,P20-S16,P59-S11,,12.66,0,2.4,8,221.37,2,mixed
RADAR-26-south-america-video-streaming,video-streaming,south-america,T26,26,3,P23-S18,P64-S16,,8.14,0,2,14.4,468.79,3,background
RADAR-26-oceania-human-web,human-web,oceania,T26,26,2,P32-S21,P26-S03,,10.33,0,2.4,8,180.6,2,mixed
RADAR-26-oceania-interactive-realtime,interactive-realtime,oceania,T26,26,1,P38-S03,P36-S12,,11.8,0,1.6,4.8,100.92,1,routing
RADAR-26-oceania-api,api,oceania,T26,26,2,P41-S05,P41-S16,,13.28,0,3.2,9.6,77.2,1,telemetry
RADAR-26-oceania-background-sync,background-sync,oceania,T26,26,4,P44-S07,P46-S21,,7.38,0,2.4,16,90.63,3,background
RADAR-27-na-east-human-web,human-web,na-east,T27,27,2,P34-S16,P62-S09,,20.86,0,3.6,12,362.13,2,mixed
RADAR-27-na-east-interactive-realtime,interactive-realtime,na-east,T27,27,1,P40-S20,P72-S18,,23.83,0,2.4,7.2,202.37,1,routing
RADAR-27-na-east-api,api,na-east,T27,27,2,P43-S22,P05-S22,,26.81,0,4.8,14.4,155.89,1,telemetry
RADAR-27-na-west-human-web,human-web,na-west,T27,27,2,P43-S22,P11-S15,,18.25,0,3.15,10.5,316.87,2,mixed
RADAR-27-na-west-video-streaming,video-streaming,na-west,T27,27,3,P46-S02,P16-S20,,11.73,0,2.63,18.9,671.01,3,background
RADAR-27-na-west-background-sync,background-sync,na-west,T27,27,4,P55-S08,P31-S11,,13.03,0,3.15,21,160.13,3,background
RADAR-27-na-west-automated,automated,na-west,T27,27,2,P61-S12,P41-S20,,10.43,0,2.1,8.4,277.89,4,routing
RADAR-COMPUTE-27-na-west,local-compute,na-west,T27,27,3,,,P58-S10,31.28,1,8.4,33.6,0,2,compute
RADAR-27-europe-human-web,human-web,europe,T27,27,2,P58-S05,P52-S07,,20.51,0,3.54,11.8,356.1,2,mixed
RADAR-27-europe-interactive-realtime,interactive-realtime,europe,T27,27,1,P64-S09,P62-S16,,23.44,0,2.36,7.08,199,1,routing
